Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Party,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité,Winner
Ontario,Mississauga--Lakeshore,35061,Eric Guerbilsky NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Mississauga, Ont.",HR Manager/Gestionnaire en ressources humaines,4735,8,,,Liberal
Ontario,Mississauga--Lakeshore,35061,Ariana Burgener Green Party/Parti Vert,Green,"Mississauga, Ont.",Business management services/Services de gestion d'affaires,1397,2.4,,,Liberal
Ontario,Mississauga--Lakeshore,35061,Paul Woodworth Libertarian/Libertarien,,"Mississauga, Ont.",Manager - Bell Canada/Gestionnaire - Bell Canada,316,.5,,,Liberal
Ontario,Mississauga--Lakeshore,35061,Dagmar Sullivan Marxist-Leninist/Marxiste-Léniniste,,"Mississauga, Ont.",Retired assembler /Assembleuse rétraitée,111,.2,,,Liberal
Ontario,Mississauga--Malton,35062,Navdeep Bains Liberal/Libéral,Liberal,"Mississauga, Ont.",Professor/Enseignant,26165,59.1,14464,32.7,Liberal
Ontario,Mississauga--Malton,35062,Jagdish Grewal Conservative/Conservateur,Conservative,"Toronto, Ont.",Real Estate / Editor of Newspaper/Immobilier / Rédacteur en chef,11701,26.4,,,Liberal
Ontario,Mississauga--Malton,35062,Dianne Douglas NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Mississauga, Ont.","Executive Director of Sales and Marketing/Directrice exécutive, ventes et marketing",5450,12.3,,,Liberal
Ontario,Mississauga--Malton,35062,Heather Mercer Green Party/Parti Vert,Green,"Toronto, Ont.",Administrator/Administratrice,737,1.7,,,Liberal
Ontario,Mississauga--Malton,35062,Naresh Tharani Independent/Indépendant,,"Mississauga, Ont.",Businessman/Homme d'affaires,203,.5,,,Liberal
Ontario,Mississauga--Streetsville,35063,Gagan Sikand Liberal/Libéral,Liberal,"Mississauga, Ont.",Lawyer/Avocat,26792,47.8,4171,7.4,Liberal
Ontario,Mississauga--Streetsville,35063,Brad Butt ** Conservative/Conservateur,Conservative,"Mississauga, Ont.",Parliamentarian/Parlementaire,22621,40.4,,,Liberal
Ontario,Mississauga--Streetsville,35063,Fayaz Karim NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Mississauga, Ont.",Political Advisor/Conseiller politique,5040,9,,,Liberal
Ontario,Mississauga--Streetsville,35063,Chris Hill Green Party/Parti Vert,Green,"Mississauga, Ont.",Management Consultant/Consultant en gestion,1293,2.3,,,Liberal
Ontario,Mississauga--Streetsville,35063,Yegor Tarazevich Christian Heritage Party/Parti de l'Héritage Chrétien,,"Mississauga, Ont.",Computer Programmer/Programmeur,253,.5,,,Liberal
Ontario,Nepean,35064,Chandra Arya Liberal/Libéral,Liberal,"Ottawa, Ont.",Business Consultant/Conseiller en affaires,34017,52.4,10575,16.3,Liberal
Ontario,Nepean,35064,Andy Wang Conservative/Conservateur,Conservative,"Nepean, Ont.",IT consultant/Consultant d'IT,23442,36.1,,,Liberal
Ontario,Nepean,35064,Sean Devine NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Nepean, Ont.",Non-Profit Manager/Directeur d'organisme à but non lucratif,5324,8.2,,,Liberal
Ontario,Nepean,35064,Jean-Luc Roger Cooke Green Party/Parti Vert,Green,"Ottawa, Ont.",Computer Security Engineer/Ingénieur en sécurité informatique,1513,2.3,,,Liberal
Ontario,Nepean,35064,Jesus Cosico Independent/Indépendant,,"Nepean, Ont.",Public Servant/Fonctionnaire,416,.6,,,Liberal
Ontario,Nepean,35064,Hubert Mamba Independent/Indépendant,,"Ottawa, Ont.",Engineer/Ingénieur,69,.1,,,Liberal
Ontario,Nepean,35064,Harry Splett Independent/Indépendant,,"Ottawa, Ont.",Retired Engineering Technician/Technicien en génie retraité,66,.1,,,Liberal
Ontario,Nepean,35064,Tony Seed Marxist-Leninist/Marxiste-Léniniste,,"Gatineau, Que./ Qc",Journalist/Journaliste,41,.1,,,Liberal
Ontario,Newmarket--Aurora,35065,Kyle Peterson Liberal/Libéral,Liberal,"Newmarket, Ont.",Lawyer/Avocat,25508,45.2,1451,2.6,Liberal
Ontario,Newmarket--Aurora,35065,Lois Brown ** Conservative/Conservateur,Conservative,"Newmarket, Ont.",Parliamentarian/Parlementaire,24057,42.6,,,Liberal
Ontario,Newmarket--Aurora,35065,Yvonne Kelly NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Tottenham, Ont.",Social Worker/Intervenante sociale,4806,8.5,,,Liberal
Ontario,Newmarket--Aurora,35065,Vanessa Long Green Party/Parti Vert,Green,"Newmarket, Ont.",Coach/Instructeur,1331,2.4,,,Liberal
Ontario,Newmarket--Aurora,35065,Dorian Baxter PC Party/Parti PC,,"Newmarket, Ont.",Anglican Clergyman/Pasteur anglican,762,1.3,,,Liberal
Ontario,Niagara Centre/Niagara-Centre,35066,Vance Badawey Liberal/Libéral,Liberal,"Port Colborne, Ont.",Ship Chandler/Approvisionneur de fournitures de navires,19513,35.7,2295,4.2,Liberal
Ontario,Niagara Centre/Niagara-Centre,35066,Malcolm Allen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Fenwick, Ont.",Parliamentarian/Parlementaire,17218,31.5,,,Liberal
Ontario,Niagara Centre/Niagara-Centre,35066,Leanna Villella Conservative/Conservateur,Conservative,"Welland, Ont.",Self Employed - Rose City Travel/Travailleuse indépendante - Rose City Travel,16248,29.7,,,Liberal
Ontario,Niagara Centre/Niagara-Centre,35066,David Clow Green Party/Parti Vert,Green,"Welland, Ont.",Filmmaker/Cinéaste,1316,2.4,,,Liberal
Ontario,Niagara Centre/Niagara-Centre,35066,Jody Di Bartolomeo Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,,"Puslinch, Ont.",College instructor/Formateur au niveau collégial ,291,.5,,,Liberal
Ontario,Niagara Centre/Niagara-Centre,35066,Ron J. Walker Marxist-Leninist/Marxiste-Léniniste,,"Welland, Ont.",Retired/Retraité,96,.2,,,Liberal
Ontario,Niagara Falls,35067,Rob Nicholson ** Conservative/Conservateur,Conservative,"Niagara Falls, Ont.",Parliamentarian/Parlementaire,27235,42.1,4917,7.6,Conservative
Ontario,Niagara Falls,35067,Ron Planche Liberal/Libéral,Liberal,"Niagara Falls, Ont.",Marketing Communications/Communication marketing,22318,34.5,,,Conservative
Ontario,Niagara Falls,35067,Carolynn Ioannoni NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Niagara Falls, Ont.",City Councillor/Conseillère municipale,13525,20.9,,,Conservative
Ontario,Niagara Falls,35067,Steven Soos Green Party/Parti Vert,Green,"Welland, Ont.",Student/Étudiant,1633,2.5,,,Conservative
Ontario,Niagara West/Niagara-Ouest,35068,Dean Allison ** Conservative/Conservateur,Conservative,"Beamsville, Ont.",Parliamentarian/Parlementaire,24732,48.8,8151,16.1,Conservative
Ontario,Niagara West/Niagara-Ouest,35068,Phil Rose Liberal/Libéral,Liberal,"Hannon, Ont.",Professor/Professeur,16581,32.7,,,Conservative
Ontario,Niagara West/Niagara-Ouest,35068,Nameer Rahman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Grimsby, Ont.",Policy Analyst/Analyste des politiques,5802,11.5,,,Conservative
Ontario,Niagara West/Niagara-Ouest,35068,Sid Frere Green Party/Parti Vert,Green,"St. Anns, Ont.",Retired Principal/Directeur retraité,1511,3,,,Conservative
Ontario,Niagara West/Niagara-Ouest,35068,Harold Jonker Christian Heritage Party/Parti de l'Héritage Chrétien,,"St. Anns, Ont.",Operations Manager/Gestionnaire des opérations,1234,2.4,,,Conservative
Ontario,Niagara West/Niagara-Ouest,35068,Allan de Roo Libertarian/Libertarien,,"Hamilton, Ont.",Shop Manager/Gérant de magasin,797,1.6,,,Conservative
Ontario,Nickel Belt,35069,Marc G. Serré Liberal/Libéral,Liberal,"Val Caron, Ont.",District Manager/Directeur de district,21021,42.8,2465,5.0,Liberal
Ontario,Nickel Belt,35069,Claude Gravelle ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Chelmsford, Ont.",Parliamentarian/Parlementaire,18556,37.8,,,Liberal
Ontario,Nickel Belt,35069,Aino Laamanen Conservative/Conservateur,Conservative,"Sudbury, Ont.",Retired/Retraitée,8221,16.7,,,Liberal
Ontario,Nickel Belt,35069,Stuart McCall Green Party/Parti Vert,Green,"Garson, Ont.",Organic Farmer/Bio-agriculteur,1217,2.5,,,Liberal
Ontario,Nickel Belt,35069,Dave Starbuck Marxist-Leninist/Marxiste-Léniniste,,"Sudbury, Ont.",College Teacher (Retired)/Professeur au niveau collégial (retraité),98,.2,,,Liberal
Ontario,Nipissing--Timiskaming,35070,Anthony Rota Liberal/Libéral,Liberal,"North Bay, Ont.",Director/Directeur,25357,51.9,11032,22.6,Liberal
Ontario,Nipissing--Timiskaming,35070,Jay Aspin ** Conservative/Conservateur,Conservative,"North Bay, Ont.",Parliamentarian/Parlementaire,14325,29.3,,,Liberal
Ontario,Nipissing--Timiskaming,35070,Kathleen Jodouin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Chisholm, Ont.",Social Service Worker/Travailleuse social,7936,16.2,,,Liberal
Ontario,Nipissing--Timiskaming,35070,Nicole Peltier Green Party/Parti Vert,Green,"North Bay, Ont.",Student/Etudiante,1257,2.6,,,Liberal
Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,35071,Kim Rudd Liberal/Libéral,Liberal,"Cobourg, Ont.",Self-employed/Travailleuse indépendante,27043,42.5,1878,3.0,Liberal
Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,35071,Adam Moulton Conservative/Conservateur,Conservative,"Cobourg, Ont.",Business Manager/Directeur des opérations,25165,39.6,,,Liberal
Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,35071,Russ Christianson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Campbellford, Ont.",Business Consultant/Conseiller en affaires,9411,14.8,,,Liberal
Ontario,Northumberland--Peterborough South/Northumberland--Peterborough-Sud,35071,Patricia Sinnott Green Party/Parti Vert,Green,"Port Hope, Ont.",Pharmacist/Pharmacienne,1990,3.1,,,Liberal
Ontario,Oakville,35072,John Oliver Liberal/Libéral,Liberal,"Oakville, Ont.",Healthcare Professional/Professionnel de la santé,31956,49.4,4459,6.9,Liberal
Ontario,Oakville,35072,Terence Young ** Conservative/Conservateur,Conservative,"Oakville, Ont.",Parliamentarian/Parlementaire,27497,42.5,,,Liberal
Ontario,Oakville,35072,Che Marville NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Oakville, Ont.",Project manager / partner/Gestionnaire de project / associée,3830,5.9,,,Liberal
Ontario,Oakville,35072,David Doel Green Party/Parti Vert,Green,"Oakville, Ont.",Video Producer/Producteur vidéo,1420,2.2,,,Liberal
Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,35073,Pam Damoff Liberal/Libéral,Liberal,"Oakville, Ont.",Town Councillor/Conseillère municipale,28415,46.7,2073,3.4,Liberal
Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,35073,Effie Triantafilopoulos Conservative/Conservateur,Conservative,"Oakville, Ont.",Lawyer/Avocate,26342,43.3,,,Liberal
Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,35073,Janice Best NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Burlington, Ont.",Labour Relations Specialist/Spécialiste des relations de travail,4405,7.2,,,Liberal
Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,35073,Adnan Shahbaz Green Party/Parti Vert,Green,"Burlington, Ont.",Teacher/Enseignant,968,1.6,,,Liberal
Ontario,Oakville North--Burlington/Oakville-Nord--Burlington,35073,David Clement Libertarian/Libertarien,,"Oakville, Ont.",Consultant/Consultant,666,1.1,,,Liberal
Ontario,Orléans,35076,Andrew Leslie Liberal/Libéral,Liberal,"Ottawa, Ont.",Retired Military Officer/Officier militaire à la retraite,46542,59.7,22721,29.1,Liberal
Ontario,Orléans,35076,Royal Galipeau ** Conservative/Conservateur,Conservative,"Ottawa, Ont.",Parliamentarian/Parlementaire,23821,30.5,,,Liberal
Ontario,Orléans,35076,Nancy Tremblay NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Ottawa, Ont.",Scientist/Scientifique,6215,8,,,Liberal
Ontario,Orléans,35076,Raphaël Morin Green Party/Parti Vert,Green,"Ottawa, Ont.",GIS Technician/Technicien de SIG,1410,1.8,,,Liberal
Ontario,Oshawa,35074,Colin Carrie ** Conservative/Conservateur,Conservative,"Oshawa, Ont.",Parliamentarian/Parlementaire,23162,38.2,3823,6.3,Conservative
Ontario,Oshawa,35074,Mary Fowler NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Oshawa, Ont.",Educator/Éducatrice,19339,31.9,,,Conservative
Ontario,Oshawa,35074,Tito-Dante Marimpietri Liberal/Libéral,Liberal,"Oshawa, Ont.",Self-employed G.R. Consultant/Consultant indépendant,16588,27.3,,,Conservative
Ontario,Oshawa,35074,Michael Dempsey Green Party/Parti Vert,Green,"Oshawa, Ont.",Entrepreneur/Entrepreneur,1522,2.5,,,Conservative
Ontario,Oshawa,35074,David Gershuny Marxist-Leninist/Marxiste-Léniniste,,"Etobicoke, Ont.",Truck Driver/Camionneur,75,.1,,,Conservative
Ontario,Ottawa Centre/Ottawa-Centre,35075,Catherine Mary McKenna Liberal/Libéral,Liberal,"Ottawa, Ont.",Lawyer/Avocate,32211,42.7,3113,4.1,Liberal
Ontario,Ottawa Centre/Ottawa-Centre,35075,Paul Dewar ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Ottawa, Ont.",Parliamentarian/Parlementaire,29098,38.5,,,Liberal
Ontario,Ottawa Centre/Ottawa-Centre,35075,Damian Konstantinakos Conservative/Conservateur,Conservative,"Ottawa, Ont.",Engineer/Ingénieur,10943,14.5,,,Liberal
Ontario,Ottawa Centre/Ottawa-Centre,35075,Tom Milroy Green Party/Parti Vert,Green,"Ottawa, Ont.",Human Resources Consultant/Consultant Ressources humaines,2246,3,,,Liberal
Ontario,Ottawa Centre/Ottawa-Centre,35075,Dean T. Harris Libertarian/Libertarien,,"Ottawa, Ont.",Student/Étudiant,551,.7,,,Liberal
Ontario,Ottawa Centre/Ottawa-Centre,35075,Conrad Lukawski Rhinoceros/Rhinocéros,,"Ottawa, Ont.",PHP Developer/Développeur en PHP,167,.2,,,Liberal
Ontario,Ottawa Centre/Ottawa-Centre,35075,John Andrew Omowole Akpata Radical Marijuana/Radical Marijuana,,"Ottawa, Ont.",Writer/Art Educator/Écrivain/Éducateur d'arts,160,.2,,,Liberal
Ontario,Ottawa Centre/Ottawa-Centre,35075,Stuart Ryan Communist/Communiste,,"Ottawa, Ont.",Union representative/Représentant syndical,124,.2,,,Liberal
Ontario,Ottawa South/Ottawa-Sud,35077,David McGuinty ** Liberal/Libéral,Liberal,"Ottawa, Ont.",Parliamentarian/Parlementaire,38831,60.1,23120,35.8,Liberal
Ontario,Ottawa South/Ottawa-Sud,35077,Dev Balkissoon Conservative/Conservateur,Conservative,"Ottawa, Ont.",Management Consultant/Consultant en gestion,15711,24.3,,,Liberal
Ontario,Ottawa South/Ottawa-Sud,35077,George Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Ottawa, Ont.",Lawyer/Avocat,7480,11.6,,,Liberal
Ontario,Ottawa South/Ottawa-Sud,35077,John Redins Green Party/Parti Vert,Green,"Ottawa, Ont.",Disability advocate/Défenseur des droits des personnes handicapées,1888,2.9,,,Liberal
Ontario,Ottawa South/Ottawa-Sud,35077,Al Gullon PC Party/Parti PC,,"Ottawa, Ont.",Professional Engineer/Ingénieur,366,.6,,,Liberal
Ontario,Ottawa South/Ottawa-Sud,35077,Damien Wilson Libertarian/Libertarien,,"Ottawa, Ont.",Student/Étudiant,237,.4,,,Liberal
Ontario,Ottawa South/Ottawa-Sud,35077,Larry Wasslen Communist/Communiste,,"Orléans, Ont.",Retired Nurse/Infirmier retraité,136,.2,,,Liberal
Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,35079,Anita Vandenbeld Liberal/Libéral,Liberal,"Carlsbad Springs, Ont.",International Development Consultant/Consultante en développement international,35199,55.9,16306,25.9,Liberal
Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,35079,Abdul Abdi Conservative/Conservateur,Conservative,"Ottawa, Ont.",Police Officer/Policier,18893,30,,,Liberal
Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,35079,Marlene Rivier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Ottawa, Ont.",Psychological Associate/Associé en psychologie,6195,9.8,,,Liberal
Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,35079,Mark Brooks Green Party/Parti Vert,Green,"Ottawa, Ont.",Algonquin College Professor/Professeur du collège Algonquin,1772,2.8,,,Liberal
Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,35079,Rod Taylor Christian Heritage Party/Parti de l'Héritage Chrétien,,"Telkwa, B.C./ C.-B.",Quality Control Supervisor/Superviseur du contrôle de la qualité,740,1.2,,,Liberal
Ontario,Ottawa West--Nepean/Ottawa-Ouest--Nepean,35079,Sam Heaton Marxist-Leninist/Marxiste-Léniniste,,"Gatineau, Que./ Qc",Social Media Consultant/Consultant en médias sociaux,114,.2,,,Liberal
Ontario,Ottawa--Vanier,35078,Mauril Bélanger ** Liberal/Libéral,Liberal,"Ottawa, Ont.",Parliamentarian/Parlementaire,36474,57.6,24280,38.3,Liberal
Ontario,Ottawa--Vanier,35078,Emilie Taman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Ottawa, Ont.",Lawyer/Avocate,12194,19.2,,,Liberal
Ontario,Ottawa--Vanier,35078,David Piccini Conservative/Conservateur,Conservative,"Ottawa, Ont.",Civil Servant/Fonctionnaire,12109,19.1,,,Liberal
Ontario,Ottawa--Vanier,35078,Nira Dookeran Green Party/Parti Vert,Green,"Ottawa, Ont.",Teacher/Enseignante,1947,3.1,,,Liberal
Ontario,Ottawa--Vanier,35078,Coreen Corcoran Libertarian/Libertarien,,"Ottawa, Ont.",Technical Writer/Rédactrice technique,503,.8,,,Liberal
Ontario,Ottawa--Vanier,35078,Christian Legeais Marxist-Leninist/Marxiste-Léniniste,,"Gatineau, Que./ Qc",Documentalist/Documentaliste,128,.2,,,Liberal
Ontario,Oxford,35080,Dave MacKenzie ** Conservative/Conservateur,Conservative,"Woodstock, Ont.",Parliamentarian/Parlementaire,25966,45.7,7667,13.5,Conservative
Ontario,Oxford,35080,Don McKay Liberal/Libéral,Liberal,"Woodstock, Ont.",Farmer/Agriculteur,18299,32.2,,,Conservative
Ontario,Oxford,35080,Zoe Kunschner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Woodstock, Ont.",Cook/Cuisinière,9406,16.5,,,Conservative
Ontario,Oxford,35080,Mike Farlow Green Party/Parti Vert,Green,"Ingersoll, Ont.",Retired/Retraité,2004,3.5,,,Conservative
Ontario,Oxford,35080,Melody Ann Aldred Christian Heritage Party/Parti de l'Héritage Chrétien,,"Dorchester, Ont.",Homemaker/Personne au foyer,1175,2.1,,,Conservative
Ontario,Parkdale--High Park,35081,Arif Virani Liberal/Libéral,Liberal,"Toronto, Ont.",Lawyer/Avocat,24623,42,1057,1.8,Liberal
Ontario,Parkdale--High Park,35081,Peggy Nash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Toronto, Ont.",Labour Negotiator/Négociatrice en relations de travail,23566,40.2,,,Liberal
Ontario,Parkdale--High Park,35081,Ian Allen Conservative/Conservateur,Conservative,"Mississauga, Ont.",Political Staffer/Membre du personnel politique,7641,13,,,Liberal
Ontario,Parkdale--High Park,35081,Adam Phipps Green Party/Parti Vert,Green,"Chatham, Ont.",Teacher/Enseignant,1743,3,,,Liberal
Ontario,Parkdale--High Park,35081,Mark Jeftovic Libertarian/Libertarien,,"Etobicoke, Ont.",CEO/PDG,610,1,,,Liberal
Ontario,Parkdale--High Park,35081,Terry Parker Radical Marijuana/Radical Marijuana,,"Toronto, Ont.",Advocate/Défenseur,191,.3,,,Liberal
Ontario,Parkdale--High Park,35081,Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste,,"Toronto, Ont.",Lawyer/Avocat,100,.2,,,Liberal
Ontario,Parkdale--High Park,35081,Carol Royer Independent/Indépendant,,"York, Ont.",Project Coordinator/Coordonnatrice de projet,93,.2,,,Liberal
Ontario,Parry Sound--Muskoka,35082,Tony Clement ** Conservative/Conservateur,Conservative,"Port Sydney, Ont.",Lawyer - Business Person/Avocat - Homme d'affaires,22206,43.3,2269,4.4,Conservative
Ontario,Parry Sound--Muskoka,35082,Trisha Cowie Liberal/Libéral,Liberal,"MacTier, Ont.",Lawyer/Avocate,19937,38.9,,,Conservative
Ontario,Parry Sound--Muskoka,35082,Matt McCarthy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Haliburton, Ont.",Translator/Traducteur,5183,10.1,,,Conservative
Ontario,Parry Sound--Muskoka,35082,Glen Hodgson Green Party/Parti Vert,Green,"Seguin, Ont.",Teacher/Enseignant,3704,7.2,,,Conservative
Ontario,Parry Sound--Muskoka,35082,Duncan Bell Pirate/Pirate,,"Parry Sound, Ont.",Software developer/Développeur de logiciels,121,.2,,,Conservative
Ontario,Parry Sound--Muskoka,35082,Gordie Merton CAP/PAC,,"Gravenhurst, Ont.",Young pensioner/Jeune pensionné,88,.2,,,Conservative
Ontario,Parry Sound--Muskoka,35082,Albert Gray Smith Marxist-Leninist/Marxiste-Léniniste,,"Windsor, Ont.",Artist / Illustrator/Artiste/ illustrateur,40,.1,,,Conservative
Ontario,Perth--Wellington,35083,John Nater Conservative/Conservateur,Conservative,"Mitchell, Ont.",University Lecturer/Chargé de cours universitaire,22255,42.9,2775,5.4,Conservative
